Iteration,Mean_Best_Value,Std_Best,Mean_Sampled_Value,Std_Sample
0,-0.2,1.8867962264113207,-0.2,1.8867962264113207
1,-0.9,1.7291616465790587,1.5,2.355843797877949
2,-1.4,1.2806248474865698,1.6,2.0591260281974
3,-1.9,1.3379088160259653,1.2,2.6381811916545836
4,-2.2,1.2489995996796794,1.1,2.142428528562855
5,-2.5,1.0723805294763609,1.5,2.355843797877949
6,-2.6,0.9165151389911678,1.1,2.567099530598687
7,-2.6,0.9165151389911678,1.8,1.4000000000000001
8,-2.7,0.9539392014169458,1.3,2.471841418861655
9,-2.7,0.9539392014169458,1.6,2.154065922853802
10,-2.7,0.9539392014169458,1.5,2.2693611435820435
11,-2.7,0.9539392014169458,1.8,2.2715633383201093
12,-2.7,0.9539392014169458,0.4,2.9393876913398134
13,-2.7,0.9539392014169458,0.1,2.718455443813637
14,-2.7,0.9539392014169458,-0.8,2.4819347291981715
15,-2.7,0.9539392014169458,-1.1,2.4879710609249455
16,-2.7,0.9539392014169458,-1.8,1.9899748742132404
17,-2.7,0.9539392014169458,-2.3,1.4525839046333955
18,-2.7,0.9539392014169458,-2.7,0.9539392014169458
19,-2.7,0.9539392014169458,-2.4,1.3564659966250534
20,-2.7,0.9539392014169458,-2.7,0.9539392014169458
21,-2.7,0.9539392014169458,-2.7,0.9539392014169458
22,-2.7,0.9539392014169458,-2.7,0.9539392014169458
23,-2.7,0.9539392014169458,-2.7,0.9539392014169458
24,-2.7,0.9539392014169458,-2.7,0.9539392014169458
25,-2.7,0.9539392014169458,-2.7,0.9539392014169458
26,-2.7,0.9539392014169458,-2.7,0.9539392014169458
27,-2.7,0.9539392014169458,-2.7,0.9539392014169458
28,-2.7,0.9539392014169458,-2.7,0.9539392014169458
29,-2.7,0.9539392014169458,-2.7,0.9539392014169458
30,-2.7,0.9539392014169458,-2.7,0.9539392014169458
