Queries,Success_Probability
0.0,0.05
0.0,0.1
0.0,0.15
0.0,0.2
0.0,0.25
0.0,0.3
0.0,0.35
0.0,0.4
1.0,0.45
1.0,0.5
1.0,0.55
1.0,0.6
1.0,0.65
1.0,0.7
2.0,0.75
2.0,0.8
2.0,0.85
3.0,0.9
3.0,0.95
3.0,1.0
