Iteration,Mean_Best_Value,Std_Best,Mean_Sampled_Value,Std_Sample
0,-0.2,1.8867962264113207,-0.2,1.8867962264113207
1,-1.2,2.039607805437114,0.1,2.718455443813637
2,-1.6,1.4966629547095764,0.2,1.9899748742132404
3,-1.9,1.4798648586948742,-0.4,1.743559577416269
4,-2.2,1.4000000000000001,0.3,2.4718414188616555
5,-2.4,1.2000000000000002,0.4,1.9595917942265426
6,-2.4,1.2000000000000002,0.1,1.9467922333931786
7,-2.6,1.2806248474865698,-0.3,1.9261360284258227
8,-2.8,1.32664991614216,-0.4,2.4166091947189146
9,-3.0,1.1832159566199232,0.4,2.4166091947189146
10,-3.0,1.1832159566199232,0.0,1.7888543819998317
11,-3.1,0.9949874371066201,-0.9,2.3216373532487795
12,-3.1,0.9949874371066201,-1.6,1.4966629547095762
13,-3.3,0.9539392014169458,-2.1,1.7291616465790582
14,-3.3,0.9539392014169458,-1.3,2.2158519806160335
15,-3.3,0.9539392014169458,-1.2,2.227105745132009
16,-3.4,0.9165151389911678,-1.6,2.4166091947189146
17,-3.4,0.9165151389911678,-1.7,2.3043437243605824
18,-3.4,0.9165151389911678,-2.0,1.7888543819998317
19,-3.4,0.9165151389911678,-2.2,1.98997487421324
20,-3.4,0.9165151389911678,-2.5,1.8841443681416772
21,-3.4,0.9165151389911678,-2.6,2.1071307505705477
22,-3.4,0.9165151389911678,-2.9,1.6093476939431084
23,-3.4,0.9165151389911678,-2.5,2.085665361461421
24,-3.4,0.9165151389911678,-2.9,1.6093476939431084
25,-3.4,0.9165151389911678,-3.3,0.9539392014169458
26,-3.4,0.9165151389911678,-3.1,1.4798648586948744
27,-3.4,0.9165151389911678,-3.3,0.9539392014169458
28,-3.4,0.9165151389911678,-3.4,0.9165151389911678
29,-3.4,0.9165151389911678,-3.4,0.9165151389911678
30,-3.4,0.9165151389911678,-3.4,0.9165151389911678
