Iteration,Mean_Best_Value,Std_Best,Mean_Sampled_Value,Std_Sample
0,0.13333333333333333,2.124983660067897,0.13333333333333333,2.124983660067897
1,-0.9333333333333333,2.4073960113690385,-0.4666666666666667,2.348521993841138
2,-1.7333333333333334,2.4073960113690385,-0.3333333333333333,2.586288632169443
3,-2.4,2.3323807579381204,-0.7333333333333333,2.756003547812585
4,-3.0,1.7701224063135672,-0.13333333333333333,2.2469732728470295
5,-3.2666666666666666,1.6719914938645934,-0.6,1.942506971244462
6,-3.533333333333333,1.3349989596333853,-0.13333333333333333,2.186829262247564
7,-3.8666666666666667,0.7180219742846005,-0.6666666666666666,2.328566559543064
8,-3.933333333333333,0.3590109871423002,-0.4,2.2150996967781533
9,-4.0,0.0,-0.7333333333333333,1.6719914938645934
10,-4.0,0.0,0.13333333333333333,2.0612833111653748
11,-4.0,0.0,0.13333333333333333,2.186829262247564
12,-4.0,0.0,-0.4,2.3323807579381204
13,-4.0,0.0,-0.06666666666666667,1.8245242911205346
14,-4.0,0.0,-0.2,2.150968773986891
15,-4.0,0.0,-0.2,1.6613247725836153
16,-4.0,0.0,0.5333333333333333,1.8571184369578821
17,-4.0,0.0,0.0,1.7888543819998317
18,-4.0,0.0,-0.26666666666666666,1.8427033281447
19,-4.0,0.0,0.13333333333333333,1.7838784213679537
20,-4.0,0.0,0.0,1.7888543819998317
21,-4.0,0.0,-0.13333333333333333,2.1249836600678975
22,-4.0,0.0,-0.2,2.3860706890897707
23,-4.0,0.0,0.26666666666666666,1.8427033281447
24,-4.0,0.0,0.13333333333333333,2.2469732728470295
25,-4.0,0.0,0.6,2.4846193538112296
26,-4.0,0.0,-0.3333333333333333,2.1959558789334137
27,-4.0,0.0,0.2,1.9561867668161617
28,-4.0,0.0,0.26666666666666666,2.2939534045447
29,-4.0,0.0,0.06666666666666667,1.9652537297311568
30,-4.0,0.0,0.6666666666666666,1.8856180831641265
