Iteration,Mean_Best_Value,Std_Best,Mean_Sampled_Value,Std_Sample
0,-0.2,2.3579652245103193,-0.2,2.3579652245103193
1,-1.8,1.8867962264113207,-0.6,2.2891046284519194
2,-2.1,1.4798648586948742,-0.7,1.452583904633395
3,-2.4,1.2000000000000002,0.2,1.8867962264113212
4,-2.7,1.1445523142259597,-1.2,2.0396078054371136
5,-2.8,1.1661903789690604,-0.4,2.0591260281974
6,-2.8,1.1661903789690604,1.0,2.4083189157584592
7,-2.8,1.1661903789690604,-0.3,1.8193405398660254
8,-2.8,1.1661903789690604,-0.7,2.027313493271329
9,-2.9,1.1789826122551597,-0.5,1.8841443681416772
10,-3.0,1.1832159566199232,-0.5,2.085665361461421
11,-3.1,0.9949874371066201,-0.1,2.046948949045872
12,-3.1,0.9949874371066201,-0.1,2.567099530598687
13,-3.1,0.9949874371066201,-1.5,2.2693611435820435
14,-3.1,0.9949874371066201,-1.6,2.33238075793812
15,-3.1,0.9949874371066201,-2.1,1.9467922333931789
16,-3.1,0.9949874371066201,-2.3,1.8193405398660254
17,-3.1,0.9949874371066201,-2.6,1.5620499351813308
18,-3.1,0.9949874371066201,-2.6,1.5620499351813308
19,-3.1,0.9949874371066201,-2.6,1.8
20,-3.1,0.9949874371066201,-2.5,1.8841443681416772
21,-3.1,0.9949874371066201,-2.8,1.4696938456699067
22,-3.1,0.9949874371066201,-3.1,0.9949874371066201
23,-3.1,0.9949874371066201,-3.1,0.9949874371066201
24,-3.1,0.9949874371066201,-3.1,0.9949874371066201
25,-3.1,0.9949874371066201,-3.1,0.9949874371066201
26,-3.1,0.9949874371066201,-3.1,0.9949874371066201
27,-3.1,0.9949874371066201,-3.1,0.9949874371066201
28,-3.1,0.9949874371066201,-3.1,0.9949874371066201
29,-3.1,0.9949874371066201,-3.1,0.9949874371066201
30,-3.1,0.9949874371066201,-3.1,0.9949874371066201
