Iteration,Mean_Best_Value,Std_Best,Mean_Sampled_Value,Std_Sample
0,-0.5,2.355843797877949,-0.5,2.355843797877949
1,-1.6,1.743559577416269,-0.4,1.8547236990991407
2,-2.1,1.3379088160259651,-0.1,2.4062418831031933
3,-2.3,1.307669683062202,-0.7,1.9261360284258222
4,-2.5,1.2449899597988732,-0.3,2.0273134932713295
5,-2.6,1.2806248474865698,-0.5,1.9874606914351791
6,-2.7,1.1445523142259597,0.7,2.1236760581595293
7,-2.7,1.1445523142259597,0.5,1.7748239349298849
8,-2.7,1.1445523142259597,0.0,2.0976176963403033
9,-2.9,1.1789826122551597,-0.4,2.33238075793812
10,-3.1,0.99498743710662,-1.3,1.705872210923198
11,-3.1,0.99498743710662,-0.1,2.4879710609249455
12,-3.1,0.99498743710662,0.0,2.5298221281347035
13,-3.1,0.99498743710662,-1.4,2.1071307505705477
14,-3.2,0.9797958971132714,-1.7,2.0273134932713295
15,-3.2,0.9797958971132714,-1.8,2.2715633383201097
16,-3.2,0.9797958971132714,-1.8,2.181742422927143
17,-3.2,0.9797958971132714,-2.2,1.98997487421324
18,-3.2,0.9797958971132714,-2.4,1.7435595774162693
19,-3.2,0.9797958971132714,-2.3,1.9261360284258224
20,-3.2,0.9797958971132714,-2.1,2.233830790368868
21,-3.2,0.9797958971132714,-2.5,2.085665361461421
22,-3.2,0.9797958971132714,-2.9,1.4798648586948746
23,-3.2,0.9797958971132714,-3.1,0.99498743710662
24,-3.2,0.9797958971132714,-3.0,1.1832159566199232
25,-3.2,0.9797958971132714,-2.9,1.4798648586948746
26,-3.2,0.9797958971132714,-3.2,0.9797958971132714
27,-3.2,0.9797958971132714,-3.2,0.9797958971132714
28,-3.2,0.9797958971132714,-3.2,0.9797958971132714
29,-3.2,0.9797958971132714,-3.2,0.9797958971132714
30,-3.2,0.9797958971132714,-3.2,0.9797958971132714
