Iteration,Mean_Best_Value,Std_Best,Mean_Sampled_Value,Std_Sample
0,0.2,2.08806130178211,0.2,2.08806130178211
1,0.0,2.1908902300206643,2.8,2.0396078054371136
2,-0.6,2.1999999999999997,1.6,2.497999199359359
3,-1.0,2.04939015319192,2.4,1.9595917942265426
4,-1.6,2.33238075793812,0.4,2.8000000000000003
5,-2.4,2.3323807579381204,1.2,3.4871191548325386
6,-2.6,2.3748684174075834,2.8,2.4
7,-3.0,1.8439088914585775,1.2,2.7129319932501073
8,-3.0,1.8439088914585775,2.6,2.537715508089904
9,-3.2,1.32664991614216,1.6,2.4979991993593593
10,-3.4,0.9165151389911681,1.4,2.3748684174075834
11,-3.4,0.9165151389911681,2.8,2.0396078054371136
12,-3.4,0.9165151389911681,4.0,0.0
13,-3.4,0.9165151389911681,2.6,2.537715508089904
14,-3.4,0.9165151389911681,2.6,2.2
15,-3.4,0.9165151389911681,3.4,1.2806248474865696
16,-3.4,0.9165151389911681,3.0,1.61245154965971
